timestamp,trade_index,equity,rolling_expectancy,rolling_winrate,rolling_sum,rolling_volatility,adaptive_threshold,probability,paused
2026-02-16 11:54:37.260084,1,1.0,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.272826,2,-0.30000000000000004,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.274826,3,-1.6,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.288826,4,-0.6000000000000001,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.362484,5,-1.9000000000000001,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.381989,6,-3.2,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.419292,7,-2.2,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.420341,8,-1.2000000000000002,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.436134,9,-0.20000000000000018,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.466320,10,0.7999999999999998,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.469320,11,-0.5000000000000002,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.472823,12,-1.8000000000000003,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.499894,13,-0.8000000000000003,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.512455,14,0.19999999999999973,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.524134,15,-1.1000000000000003,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.548460,16,-0.10000000000000031,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.559460,17,-1.4000000000000004,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.579909,18,-2.7,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.617255,19,-1.7000000000000002,0,0,0,0,0.65,0,False
2026-02-16 11:54:37.618225,20,-0.7000000000000002,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:37.623251,21,-2.0,-0.15,0.5,-3.0,1.15,0.65,0,False
2026-02-16 11:54:37.637223,22,-3.3,-0.15000000000000002,0.5,-3.0000000000000004,1.1499999999999997,0.65,0,False
2026-02-16 11:54:37.655848,23,-2.3,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.711098,24,-1.2999999999999998,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.717686,25,-0.2999999999999998,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.730603,26,-1.5999999999999999,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.741660,27,-2.9,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.747291,28,-1.9,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.770237,29,-0.8999999999999999,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.788877,30,0.10000000000000009,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.803888,31,-1.2,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.813501,32,-2.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:37.836016,33,-1.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:37.841568,34,-0.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:37.900225,35,0.5,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.903791,36,-0.8,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.924171,37,0.19999999999999996,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.930138,38,-1.1,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.932147,39,-0.10000000000000009,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:37.936786,40,-1.4000000000000001,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 11:54:37.940715,41,-2.7,-0.03500000000000002,0.55,-0.7000000000000004,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.008956,42,-1.7000000000000002,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.022629,43,-0.7000000000000002,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.025634,44,0.2999999999999998,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.027628,45,1.2999999999999998,0.07999999999999999,0.6,1.5999999999999996,1.126765281680262,0.65,0,False
2026-02-16 11:54:38.029637,46,-2.220446049250313e-16,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.042628,47,-1.3000000000000003,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.070251,48,-0.30000000000000027,0.07999999999999996,0.6,1.5999999999999992,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.083867,49,0.6999999999999997,0.07999999999999999,0.6,1.5999999999999996,1.126765281680262,0.65,0,False
2026-02-16 11:54:38.100933,50,-0.6000000000000003,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.107567,51,0.3999999999999997,0.07999999999999996,0.6,1.5999999999999992,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.108577,52,-0.9000000000000004,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.117159,53,-2.2,-0.03500000000000002,0.55,-0.7000000000000004,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.121229,54,-3.5,-0.15000000000000002,0.5,-3.0000000000000004,1.1499999999999997,0.65,0,False
2026-02-16 11:54:38.134222,55,-4.8,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.137778,56,-6.1,-0.265,0.45,-5.3,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.148842,57,-7.3999999999999995,-0.38,0.4,-7.6,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.192493,58,-6.3999999999999995,-0.265,0.45,-5.3,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.280606,59,-5.3999999999999995,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.283603,60,-6.699999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.326363,61,-5.699999999999999,-0.15000000000000005,0.5,-3.000000000000001,1.1500000000000001,0.65,0,False
2026-02-16 11:54:38.356943,62,-6.999999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.378585,63,-8.299999999999999,-0.38,0.4,-7.6000000000000005,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.379570,64,-7.299999999999999,-0.38000000000000006,0.4,-7.600000000000001,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.432049,65,-6.299999999999999,-0.38000000000000006,0.4,-7.600000000000001,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.452613,66,-7.599999999999999,-0.38,0.4,-7.6000000000000005,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.457636,67,-6.599999999999999,-0.26500000000000007,0.45,-5.300000000000002,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.470259,68,-5.599999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.563752,69,-4.599999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.567696,70,-5.899999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.572757,71,-4.899999999999999,-0.26500000000000007,0.45,-5.300000000000002,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.589781,72,-6.199999999999998,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.608406,73,-5.199999999999998,-0.15000000000000005,0.5,-3.000000000000001,1.1500000000000001,0.65,0,False
2026-02-16 11:54:38.631038,74,-4.199999999999998,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 11:54:38.636019,75,-5.499999999999998,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:38.650664,76,-4.499999999999998,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.652644,77,-5.799999999999998,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.652644,78,-4.799999999999998,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.677252,79,-3.799999999999998,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.695301,80,-2.799999999999998,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.698312,81,-1.799999999999998,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.730552,82,-0.799999999999998,0.30999999999999994,0.7,6.199999999999999,1.053992409839843,0.65,0,False
2026-02-16 11:54:38.763176,83,-2.099999999999998,0.31,0.7,6.2,1.053992409839843,0.65,0,False
2026-02-16 11:54:38.769833,84,-1.0999999999999979,0.31,0.7,6.2,1.0539924098398432,0.65,0,False
2026-02-16 11:54:38.798449,85,-2.3999999999999977,0.195,0.65,3.9000000000000004,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.924867,86,-3.6999999999999975,0.195,0.65,3.9000000000000004,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.936851,87,-2.6999999999999975,0.195,0.65,3.9000000000000004,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.960503,88,-1.6999999999999975,0.195,0.65,3.9000000000000004,1.0970300816294876,0.65,0,False
2026-02-16 11:54:38.965145,89,-2.9999999999999973,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:38.971129,90,-4.299999999999997,0.07999999999999997,0.6,1.5999999999999994,1.126765281680262,0.65,0,False
2026-02-16 11:54:39.014664,91,-3.299999999999997,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:39.015605,92,-4.599999999999997,0.08000000000000002,0.6,1.6000000000000003,1.1267652816802618,0.65,0,False
2026-02-16 11:54:39.018592,93,-3.599999999999997,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:39.063844,94,-4.899999999999997,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 11:54:39.070848,95,-3.899999999999997,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 11:54:39.129167,96,-2.899999999999997,0.07999999999999997,0.6,1.5999999999999994,1.126765281680262,0.65,0,False
2026-02-16 11:54:39.135190,97,-1.8999999999999968,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.65,0,False
2026-02-16 11:54:39.137177,98,-0.8999999999999968,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.65,0,False
2026-02-16 11:54:39.236641,99,-2.1999999999999966,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 11:54:39.249120,100,-1.1999999999999966,0.07999999999999997,0.6,1.5999999999999994,1.126765281680262,0.7500000000000002,0.6038093299593623,False
2026-02-16 11:54:39.319571,101,-0.19999999999999662,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.8000000000000003,0.7596385604084953,False
2026-02-16 11:54:39.328968,102,0.8000000000000034,0.07999999999999997,0.6,1.5999999999999994,1.126765281680262,0.8000000000000003,0.8863106734199404,False
2026-02-16 11:54:39.368089,103,1.8000000000000034,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.8000000000000003,0.8113257220999133,False
2026-02-16 11:54:39.487331,104,2.8000000000000034,0.19499999999999998,0.65,3.8999999999999995,1.0970300816294876,0.8000000000000003,0.8795124546335277,False
2026-02-16 11:54:39.541362,105,3.8000000000000034,0.30999999999999994,0.7,6.199999999999999,1.053992409839843,0.8000000000000003,0.8949823190692449,False
2026-02-16 11:54:39.603140,106,4.800000000000003,0.425,0.75,8.5,0.9959292143521046,0.8000000000000003,0.988623966439682,False
2026-02-16 11:54:39.622703,107,5.800000000000003,0.425,0.75,8.5,0.9959292143521046,0.8000000000000003,0.8519742555437981,False
2026-02-16 11:54:39.654939,108,6.800000000000003,0.425,0.75,8.5,0.9959292143521046,0.7500000000000002,0.835210374785078,False
2026-02-16 11:54:39.690501,109,7.800000000000003,0.54,0.8,10.8,0.9200000000000002,0.7500000000000002,0.9544609039311099,False
2026-02-16 11:54:39.771710,110,8.800000000000004,0.655,0.85,13.1,0.8212642692824279,0.7500000000000002,0.8173255562264677,False
2026-02-16 11:54:39.868218,111,9.800000000000004,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9998457432531608,False
2026-02-16 11:54:39.873221,112,8.500000000000004,0.655,0.85,13.1,0.8212642692824278,0.7500000000000002,0.6507707064189605,False
2026-02-16 11:54:39.888728,113,9.500000000000004,0.655,0.85,13.1,0.8212642692824278,0.8000000000000003,0.950470440922482,False
2026-02-16 11:54:40.007574,114,10.500000000000004,0.7699999999999999,0.9,15.399999999999999,0.69,0.8000000000000003,0.9907678794656882,False
2026-02-16 11:54:40.080430,115,9.200000000000003,0.6549999999999999,0.85,13.099999999999998,0.8212642692824278,0.8000000000000003,0.7795400364388084,False
2026-02-16 11:54:40.226311,116,10.200000000000003,0.655,0.85,13.1,0.8212642692824278,0.8000000000000003,0.9991917365833954,False
2026-02-16 11:54:40.272546,117,8.900000000000002,0.5399999999999999,0.8,10.799999999999999,0.92,0.8000000000000003,0.7877198063696786,False
2026-02-16 11:54:40.363349,118,9.900000000000002,0.5399999999999999,0.8,10.799999999999999,0.92,0.8000000000000003,0.8689715833629511,False
2026-02-16 11:54:40.444359,119,10.900000000000002,0.655,0.85,13.1,0.8212642692824278,0.8000000000000003,0.9566107080447236,False
2026-02-16 11:54:40.471881,120,11.900000000000002,0.655,0.85,13.1,0.8212642692824278,0.8000000000000003,0.8505828470192587,False
2026-02-16 11:54:40.488887,121,12.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9807046095502451,False
2026-02-16 11:54:40.518902,122,13.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9218206261709634,False
2026-02-16 11:54:40.542897,123,14.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.8519955212396751,False
2026-02-16 11:54:40.550898,124,15.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9818055438181155,False
2026-02-16 11:54:40.749791,125,16.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9108397079395016,False
2026-02-16 11:54:40.855955,126,17.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.8760499802838294,False
2026-02-16 11:54:41.072866,127,18.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9991594446227275,False
2026-02-16 11:54:41.103310,128,19.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.8461342439330007,False
2026-02-16 11:54:41.122468,129,20.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.9784851019704179,False
2026-02-16 11:54:41.201456,130,21.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.8958590039002531,False
2026-02-16 11:54:41.264940,131,22.900000000000002,0.655,0.85,13.1,0.8212642692824279,0.8000000000000003,0.8616292682187779,False
2026-02-16 13:08:26.907214,1,1.0,0,0,0,0,0.65,0,False
2026-02-16 13:08:26.920723,2,-0.30000000000000004,0,0,0,0,0.65,0,False
2026-02-16 13:08:26.922723,3,-1.6,0,0,0,0,0.65,0,False
2026-02-16 13:08:26.935723,4,-0.6000000000000001,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.006248,5,-1.9000000000000001,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.025757,6,-3.2,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.063774,7,-2.2,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.064776,8,-1.2000000000000002,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.078283,9,-0.20000000000000018,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.108792,10,0.7999999999999998,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.111792,11,-0.5000000000000002,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.115792,12,-1.8000000000000003,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.142301,13,-0.8000000000000003,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.155809,14,0.19999999999999973,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.169319,15,-1.1000000000000003,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.193829,16,-0.10000000000000031,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.205828,17,-1.4000000000000004,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.226335,18,-2.7,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.264352,19,-1.7000000000000002,0,0,0,0,0.65,0,False
2026-02-16 13:08:27.264352,20,-0.7000000000000002,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.269351,21,-2.0,-0.15,0.5,-3.0,1.15,0.65,0,False
2026-02-16 13:08:27.284860,22,-3.3,-0.15000000000000002,0.5,-3.0000000000000004,1.1499999999999997,0.65,0,False
2026-02-16 13:08:27.302861,23,-2.3,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.363890,24,-1.2999999999999998,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.369889,25,-0.2999999999999998,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.381394,26,-1.5999999999999999,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.392456,27,-2.9,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.398445,28,-1.9,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.422447,29,-0.8999999999999999,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.439507,30,0.10000000000000009,-0.03500000000000001,0.55,-0.7000000000000002,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.456480,31,-1.2,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.467010,32,-2.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.489524,33,-1.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.495524,34,-0.5,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.554756,35,0.5,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.556756,36,-0.8,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.577411,37,0.19999999999999996,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.583377,38,-1.1,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.585388,39,-0.10000000000000009,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.590321,40,-1.4000000000000001,-0.03500000000000002,0.55,-0.7000000000000004,1.144235552672613,0.65,0,False
2026-02-16 13:08:27.593379,41,-2.7,-0.03500000000000002,0.55,-0.7000000000000004,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.660960,42,-1.7000000000000002,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.675348,43,-0.7000000000000002,0.07999999999999999,0.6,1.5999999999999996,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.678251,44,0.2999999999999998,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.680311,45,1.2999999999999998,0.07999999999999999,0.6,1.5999999999999996,1.126765281680262,0.65,0,False
2026-02-16 13:08:27.681255,46,-2.220446049250313e-16,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.695300,47,-1.3000000000000003,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.723463,48,-0.30000000000000027,0.07999999999999996,0.6,1.5999999999999992,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.736971,49,0.6999999999999997,0.07999999999999999,0.6,1.5999999999999996,1.126765281680262,0.65,0,False
2026-02-16 13:08:27.754970,50,-0.6000000000000003,-0.03500000000000003,0.55,-0.7000000000000006,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.760969,51,0.3999999999999997,0.07999999999999996,0.6,1.5999999999999992,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.762474,52,-0.9000000000000004,0.07999999999999997,0.6,1.5999999999999994,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.771479,53,-2.2,-0.03500000000000002,0.55,-0.7000000000000004,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.776479,54,-3.5,-0.15000000000000002,0.5,-3.0000000000000004,1.1499999999999997,0.65,0,False
2026-02-16 13:08:27.789480,55,-4.8,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.792480,56,-6.1,-0.265,0.45,-5.3,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.804990,57,-7.3999999999999995,-0.38,0.4,-7.6,1.1267652816802618,0.65,0,False
2026-02-16 13:08:27.849515,58,-6.3999999999999995,-0.265,0.45,-5.3,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.938548,59,-5.3999999999999995,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.941548,60,-6.699999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 13:08:27.985055,61,-5.699999999999999,-0.15000000000000005,0.5,-3.000000000000001,1.1500000000000001,0.65,0,False
2026-02-16 13:08:28.014071,62,-6.999999999999999,-0.265,0.45,-5.300000000000001,1.1442355526726131,0.65,0,False
2026-02-16 13:08:28.035580,63,-8.299999999999999,-0.38,0.4,-7.6000000000000005,1.1267652816802618,0.65,0,False
2026-02-16 13:08:28.035580,64,-7.299999999999999,-0.38000000000000006,0.4,-7.600000000000001,1.1267652816802618,0.65,0,False
2026-02-16 13:08:28.087103,65,-6.299999999999999,-0.38000000000000006,0.4,-7.600000000000001,1.1267652816802618,0.65,0,False
2026-02-16 13:08:28.107611,66,-7.599999999999999,-0.38,0.4,-7.6000000000000005,1.1267652816802618,0.65,0,False
